Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,MTBF,Failure_Rate,Downtime_Per_Failure,Maintenance_Intensity,Historical_Risk_Index,Failure_Risk,Affected_Module
MD01565,CT Scanner,2015-05-26,10,ScanPro,Model-250,Italy,6751.954261724497,5.528615811708443,4,0,1,Component inspection after detecting battery wear; functionality restored. quick fix system check passed,10.0,0.0,5.528615811708443,22.11446324683377,0.3274708718392889,Low,General Maintenance
MD02236,CT Scanner,2021-07-28,4,ScanPro,Model-650,Canada,5046.05352990958,10.548120891409882,4,5,1,data lag caused operational delay; component upgrade initiated. log cleaned low priority fault,0.6666666666666666,1.0,1.7580201485683136,42.19248356563953,0.5672235525105693,High,Console / Software
MD02488,CT Scanner,2021-05-05,4,MedEquip,Model-250,France,5350.112337348543,3.5713069965567183,4,2,2,Routine check completed; voltage spike observed during diagnostics. reviewed logs non-critical warning,1.3333333333333333,0.4,1.190435665518906,14.285227986226872,0.3511486156963581,Medium,Power / Electronics
MD01960,CT Scanner,2023-07-14,2,MedEquip,Model-400,UK,2936.952114074145,1.1653936036826642,4,4,1,Routine check completed; abnormal sound observed during diagnostics. quick fix minor issue,0.4,1.3333333333333333,0.2330787207365328,4.661574414730657,0.4435432674536128,High,Mechanical / Gantry
MD05071,CT Scanner,2015-08-19,10,ImagingTech,Model-500,Canada,2606.614548930633,6.088706686601832,5,2,1,overheating caused operational delay; firmware update initiated. minor issue log file cleared,3.333333333333333,0.1818181818181818,2.029568895533944,30.44353343300916,0.4755726199340178,High,Console / Software
MD03169,CT Scanner,2020-06-01,5,RescueTech,Model-450,Italy,4246.509868750094,3.675948811510126,5,2,1,abnormal sound caused operational delay; firmware update initiated. quick fix quick fix,1.6666666666666667,0.3333333333333333,1.225316270503375,18.37974405755063,0.4014135069703363,Medium,Console / Software
MD05392,CT Scanner,2017-08-11,8,CardioSync,Model-200,Japan,3546.486312299759,2.818635130463289,1,4,1,Routine check completed; data lag observed during diagnostics. quick fix log file cleared,1.6,0.4444444444444444,0.5637270260926578,2.818635130463289,0.37313809378442,Medium,Console / Software
MD01542,CT Scanner,2019-08-24,6,MedEquip,Model-300,USA,6758.31108638223,5.733994975908307,2,0,1,Component inspection after detecting voltage spike; functionality restored. log cleaned stable condition,6.0,0.0,5.733994975908307,11.467989951816614,0.2003082275035304,Low,Console / Software
MD05204,CT Scanner,2015-12-03,10,RescueTech,Model-650,Japan,11754.530167568915,18.33147969212873,2,1,3,software crash caused operational delay; recalibration initiated. data loss high priority failure,5.0,0.0909090909090909,9.165739846064366,36.66295938425746,0.3931897575398761,Medium,Console / Software
MD04393,CT Scanner,2016-05-01,9,ScanPro,Model-100,USA,4582.4153701712,7.487382521817518,1,2,2,System performance degraded due to data lag; mitigation via inspection. driver update performance warning,3.0,0.2,2.495794173939173,7.487382521817518,0.3139779921007327,Low,Console / Software
MD03588,CT Scanner,2023-06-16,2,UltraMed,Model-150,Italy,14173.02429244523,10.037214625721804,5,2,3,Routine check completed; software crash observed during diagnostics. critical failure high priority failure,0.6666666666666666,0.6666666666666666,3.3457382085739344,50.18607312860902,0.4284836794534417,Medium,Console / Software
MD02604,CT Scanner,2022-07-17,3,UltraMed,Model-300,Canada,4086.8020993523023,7.26354194962615,1,1,1,Component replacement after detecting software crash; functionality restored. quick fix stable condition,1.5,0.25,3.631770974813075,7.26354194962615,0.1940087949930616,Low,Console / Software
MD01664,CT Scanner,2016-01-06,9,UltraMed,Model-200,Italy,9985.283182706931,9.019697930715555,3,1,2,System performance degraded due to abnormal sound; mitigation via software patch. driver update driver update applied,4.5,0.1,4.509848965357778,27.059093792146665,0.3529714486197648,Medium,Console / Software
MD01908,CT Scanner,2023-12-02,2,ScanPro,Model-350,Italy,4567.061100594675,6.906476864142583,1,1,1,Component software patch after detecting software crash; functionality restored. minor issue minor issue,1.0,0.3333333333333333,3.4532384320712914,6.906476864142583,0.1855639396505183,Low,Console / Software
MD03892,CT Scanner,2015-09-08,10,RescueTech,Model-150,Italy,7025.213922801271,15.95856712658495,3,2,2,System performance degraded due to sensor misalignment; mitigation via replacement. reviewed logs non-critical warning,3.333333333333333,0.1818181818181818,5.319522375528316,47.87570137975485,0.4678207554846567,High,Detector / Sensors
MD00482,CT Scanner,2015-01-31,10,CardioSync,Model-300,UK,5650.863405365115,9.312506802443952,5,1,1,Routine check completed; software crash observed during diagnostics. minor issue stable condition,5.0,0.0909090909090909,4.656253401221976,46.56253401221976,0.447170184130123,High,Console / Software
MD00752,CT Scanner,2016-09-20,9,CardioSync,Model-550,UK,5850.120200899558,6.932724615660602,5,1,1,Component inspection after detecting software crash; functionality restored. log cleaned low priority fault,4.5,0.1,3.466362307830301,34.66362307830301,0.4176946438590975,Medium,Console / Software
MD05119,CT Scanner,2018-07-16,7,ScanPro,Model-200,Japan,5399.521640927384,9.137075376991888,5,3,1,System performance degraded due to battery wear; mitigation via recalibration. software reset minor issue,1.75,0.375,2.284268844247972,45.68537688495944,0.515817725040503,High,Console / Software
MD01926,CT Scanner,2018-04-27,7,RescueTech,Model-300,Canada,1525.6796726151651,6.558662833830548,5,4,3,System performance degraded due to overheating; mitigation via recalibration. sensor replaced hardware fault,1.4,0.5,1.3117325667661095,32.79331416915274,0.5498017513646904,High,Detector / Sensors
MD01840,CT Scanner,2019-12-01,6,ScanPro,Model-150,Italy,3202.318790360812,12.8565066229843,5,2,3,abnormal sound caused operational delay; recalibration initiated. reboot failed critical malfunction,2.0,0.2857142857142857,4.285502207661433,64.2825331149215,0.4791151144947716,High,Console / Software
MD05350,CT Scanner,2022-06-05,3,ScanPro,Model-300,UK,8358.32798998716,1.7089658497784368,4,3,1,overheating caused operational delay; replacement initiated. log cleaned system check passed,0.75,0.75,0.4272414624446092,6.835863399113747,0.3866862042583084,Medium,Console / Software
MD04384,CT Scanner,2016-03-30,9,RescueTech,Model-150,Italy,-161.3575141226033,4.9988345682909765,1,0,1,Component software patch after detecting overheating; functionality restored. quick fix minor issue,9.0,0.0,4.9988345682909765,4.9988345682909765,0.1913151611369618,Low,Console / Software
MD02896,CT Scanner,2023-08-26,2,MedEquip,Model-600,France,-3047.893800902819,19.62864329546165,5,2,3,System performance degraded due to sensor misalignment; mitigation via software patch. data loss emergency shutdown,0.6666666666666666,0.6666666666666666,6.542881098487217,98.14321647730824,0.4986936730870329,High,Detector / Sensors
MD03713,CT Scanner,2016-08-02,9,ImagingTech,Model-350,France,5053.44975209623,9.822285986304344,2,3,1,Routine check completed; software crash observed during diagnostics. quick fix routine reset,2.25,0.3,2.455571496576086,19.644571972608688,0.4232928249918517,Medium,Console / Software
MD03335,CT Scanner,2021-07-07,4,UltraMed,Model-300,Canada,12479.63782682391,19.205689619053068,3,0,3,Component system reset after detecting data lag; functionality restored. reboot failed critical malfunction,4.0,0.0,19.205689619053068,57.6170688571592,0.3155894962457801,Low,Console / Software
MD01349,CT Scanner,2021-06-06,4,ScanPro,Model-300,Japan,5393.05837270997,13.815001646688795,5,0,2,System performance degraded due to battery wear; mitigation via replacement. moderate delay non-critical warning,4.0,0.0,13.815001646688795,69.07500823344398,0.3561292467613164,Medium,DAS / Data Acquisition
MD04138,CT Scanner,2020-05-26,5,ScanPro,Model-300,France,5367.12376556604,8.242684110849163,4,4,1,System performance degraded due to circuit failure; mitigation via software patch. software reset system check passed,1.0,0.6666666666666666,1.6485368221698329,32.97073644339665,0.5028450791986241,High,Console / Software
MD01376,CT Scanner,2023-02-15,2,MedEquip,Model-650,Japan,4329.061629110006,4.186822387228348,4,5,1,System performance degraded due to voltage spike; mitigation via software patch. log cleaned quick fix,0.3333333333333333,1.6666666666666667,0.6978037312047247,16.747289548913393,0.5256598574522376,High,Console / Software
MD02135,CT Scanner,2017-02-13,8,MedEquip,Model-300,UK,4790.837726200388,5.407325548345695,3,3,2,voltage spike caused operational delay; component upgrade initiated. reviewed logs performance warning,2.0,0.3333333333333333,1.3518313870864238,16.221976645037085,0.4195865375919492,Medium,Power / Electronics
MD04105,CT Scanner,2020-10-03,5,ImagingTech,Model-650,Canada,1140.8062499812918,9.897424610974335,3,1,1,Component component upgrade after detecting software crash; functionality restored. quick fix low priority fault,2.5,0.1666666666666666,4.948712305487168,29.692273832923007,0.3129535872495841,Low,Console / Software
MD02924,CT Scanner,2016-05-17,9,ImagingTech,Model-650,UK,10536.936273493124,3.278687064761608,4,2,2,overheating caused operational delay; recalibration initiated. moderate delay driver update applied,3.0,0.2,1.0928956882538694,13.114748259046433,0.4031700185005251,Medium,Console / Software
MD03297,CT Scanner,2018-01-22,7,CardioSync,Model-250,Japan,4646.448690908408,3.6441404640986463,3,3,1,System performance degraded due to abnormal sound; mitigation via inspection. log cleaned system check passed,1.75,0.375,0.9110351160246616,10.93242139229594,0.3956090201078701,Medium,Console / Software
MD05114,CT Scanner,2022-02-05,3,UltraMed,Model-150,Japan,2563.2908827365454,3.626776086251665,2,4,2,Component system reset after detecting voltage spike; functionality restored. reviewed logs average severity report,0.6,1.0,0.725355217250333,7.25355217250333,0.3773927217590222,Medium,Console / Software
MD05425,CT Scanner,2016-09-01,9,CardioSync,Model-250,Japan,17033.821238868375,18.836394372850872,4,1,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced hardware fault,4.5,0.1,9.418197186425436,75.34557749140349,0.4648304196278776,High,Detector / Sensors
MD02216,CT Scanner,2014-02-14,11,UltraMed,Model-350,Japan,8622.64437064734,14.480261741479076,1,3,2,Routine check completed; abnormal sound observed during diagnostics. component issue device required inspection,2.75,0.25,3.620065435369769,14.480261741479076,0.4407727257984742,High,Mechanical / Gantry
MD04663,CT Scanner,2017-06-18,8,UltraMed,Model-300,USA,9774.534684209655,5.884719850603761,2,1,2,System performance degraded due to circuit failure; mitigation via recalibration. moderate delay non-critical warning,4.0,0.1111111111111111,2.9423599253018806,11.769439701207522,0.2780789756716377,Low,Power / Electronics
MD00551,CT Scanner,2022-01-09,3,CardioSync,Model-550,UK,8621.91630681355,2.148457300846008,2,3,1,Component firmware update after detecting data lag; functionality restored. quick fix quick fix,0.75,0.75,0.537114325211502,4.296914601692016,0.3099033153940898,Low,Console / Software
MD00950,CT Scanner,2014-09-30,11,MedEquip,Model-200,UK,5218.005900273372,1.2846138158459783,2,4,1,System performance degraded due to software crash; mitigation via replacement. quick fix stable condition,2.2,0.3333333333333333,0.2569227631691956,2.5692276316919567,0.4359985128109001,High,Console / Software
MD05157,CT Scanner,2022-05-29,3,ScanPro,Model-200,Italy,411.6794058664813,5.016740100433693,2,0,3,System performance degraded due to sensor misalignment; mitigation via component upgrade. data loss hardware fault,3.0,0.0,5.016740100433693,10.033480200867386,0.1608927000499768,Low,Detector / Sensors
MD01361,CT Scanner,2020-02-26,5,MedEquip,Model-400,Canada,7462.519060629346,3.834733798929247,3,2,1,Routine check completed; battery wear observed during diagnostics. log cleaned log file cleared,1.6666666666666667,0.3333333333333333,1.2782445996430825,11.504201396787742,0.3225758252588492,Low,Console / Software
MD05356,CT Scanner,2024-01-30,1,ScanPro,Model-300,UK,8518.66020683674,10.454773703402962,2,1,3,abnormal sound caused operational delay; replacement initiated. reboot failed critical malfunction,0.5,0.5,5.227386851701481,20.909547406805924,0.259041743108817,Low,Console / Software
MD02049,CT Scanner,2022-12-02,3,RescueTech,Model-600,UK,11230.044089361829,13.938890557954032,1,3,2,Routine check completed; software crash observed during diagnostics. reviewed logs performance warning,0.75,0.75,3.484722639488508,13.938890557954032,0.3562101912957471,Medium,Console / Software
MD00881,CT Scanner,2021-03-29,4,MedEquip,Model-250,USA,8938.97778057413,4.841089462065108,3,1,2,circuit failure caused operational delay; inspection initiated. driver update average severity report,2.0,0.2,2.420544731032554,14.523268386195324,0.2654416460036611,Low,Console / Software
MD00176,CT Scanner,2018-12-18,7,ImagingTech,Model-100,UK,5813.155784198995,7.243514659900238,1,1,1,Routine check completed; sensor misalignment observed during diagnostics. quick fix low priority fault,3.5,0.125,3.621757329950119,7.243514659900238,0.2362400624848676,Low,Detector / Sensors
MD04657,CT Scanner,2020-04-29,5,CardioSync,Model-250,Canada,8649.128306772489,11.123792750331566,1,1,2,Component software patch after detecting battery wear; functionality restored. moderate delay average severity report,2.5,0.1666666666666666,5.561896375165783,11.123792750331566,0.2419306961059904,Low,Console / Software
MD00032,CT Scanner,2015-11-27,10,ScanPro,Model-150,UK,6163.069180765867,16.654702363905987,2,0,2,Routine check completed; abnormal sound observed during diagnostics. driver update non-critical warning,10.0,0.0,16.654702363905987,33.30940472781197,0.328914678898093,Low,Console / Software
MD01360,CT Scanner,2023-05-04,2,RescueTech,Model-150,USA,18302.83788514964,24.211292574371093,1,3,3,System performance degraded due to sensor misalignment; mitigation via software patch. reboot failed high priority failure,0.5,1.0,6.052823143592773,24.211292574371093,0.4322405165249411,Medium,Detector / Sensors
MD01050,CT Scanner,2013-12-20,12,MedEquip,Model-250,Japan,11417.875708187456,4.529445967000137,2,5,3,Routine check completed; data lag observed during diagnostics. critical failure hardware fault,2.0,0.3846153846153846,0.7549076611666895,9.058891934000274,0.5231603917132037,High,DAS / Data Acquisition
MD04131,CT Scanner,2019-09-10,6,ScanPro,Model-400,Italy,14017.419507074726,29.070295553298177,3,0,3,sensor misalignment caused operational delay; replacement initiated. critical failure emergency shutdown,6.0,0.0,29.070295553298177,87.21088665989453,0.4111317378883031,Medium,Detector / Sensors
MD04916,CT Scanner,2023-04-12,2,MedEquip,Model-650,UK,2681.5878779950217,5.179121387514257,4,4,1,Component firmware update after detecting software crash; functionality restored. log cleaned minor issue,0.4,1.3333333333333333,1.0358242775028514,20.71648555005703,0.472924062729592,High,Console / Software
MD01434,CT Scanner,2019-12-02,6,ImagingTech,Model-300,Italy,7062.440500465687,3.17197288186953,4,2,1,Component firmware update after detecting circuit failure; functionality restored. log cleaned quick fix,2.0,0.2857142857142857,1.05732429395651,12.68789152747812,0.3682235845965037,Medium,Console / Software
MD04652,CT Scanner,2022-07-15,3,ImagingTech,Model-600,Canada,3956.1030042868856,7.167057012515056,2,2,2,voltage spike caused operational delay; firmware update initiated. component issue performance warning,1.0,0.5,2.389019004171685,14.334114025030113,0.2899714063260504,Low,Console / Software
MD00699,CT Scanner,2015-10-23,10,RescueTech,Model-100,USA,2133.679807166359,1.9685496318462967,2,2,1,Routine check completed; abnormal sound observed during diagnostics. software reset low priority fault,3.333333333333333,0.1818181818181818,0.6561832106154323,3.9370992636925934,0.3254127542305461,Low,Console / Software
MD04894,CT Scanner,2022-08-22,3,CardioSync,Model-400,Italy,25707.805502333096,10.021894115975645,2,1,3,System performance degraded due to overheating; mitigation via software patch. reboot failed emergency shutdown,1.5,0.25,5.010947057987822,20.04378823195129,0.2542001444475588,Low,Console / Software
MD05009,CT Scanner,2016-03-28,9,ImagingTech,Model-350,USA,23318.26278202866,28.055944482426515,4,1,3,Routine check completed; abnormal sound observed during diagnostics. data loss critical malfunction,4.5,0.1,14.027972241213256,112.22377792970606,0.532318233673774,High,Power / Electronics
MD00538,CT Scanner,2017-05-30,8,ImagingTech,Model-600,Japan,10298.199350185205,22.97709971335766,2,2,3,Routine check completed; data lag observed during diagnostics. reboot failed hardware fault,2.6666666666666665,0.2222222222222222,7.659033237785887,45.95419942671532,0.4556976011252135,High,Console / Software
MD01138,CT Scanner,2014-02-03,11,ImagingTech,Model-350,UK,295.8894041974221,3.988707231006829,1,3,2,System performance degraded due to data lag; mitigation via recalibration. moderate delay device required inspection,2.75,0.25,0.9971768077517073,3.988707231006829,0.363973741960886,Medium,DAS / Data Acquisition
MD01622,CT Scanner,2013-07-12,12,RescueTech,Model-200,Canada,8250.80909277026,6.90784909087852,2,3,2,overheating caused operational delay; component upgrade initiated. moderate delay average severity report,3.0,0.2307692307692307,1.72696227271963,13.81569818175704,0.4372357629294883,High,Cooling / Tube
MD00738,CT Scanner,2013-11-28,12,RescueTech,Model-550,Canada,13834.934093307436,17.34317483279956,5,3,3,circuit failure caused operational delay; inspection initiated. sensor replaced high priority failure,3.0,0.2307692307692307,4.33579370819989,86.7158741639978,0.633623147867899,High,Detector / Sensors
MD00626,CT Scanner,2019-03-03,6,CardioSync,Model-650,France,5232.46115272746,4.146258843380964,5,3,1,Routine check completed; data lag observed during diagnostics. minor issue system check passed,1.5,0.4285714285714285,1.036564710845241,20.731294216904818,0.4686900435244639,High,DAS / Data Acquisition
MD04808,CT Scanner,2022-09-09,3,MedEquip,Model-200,Canada,-494.7011627634647,8.532508960262625,2,2,1,Routine check completed; abnormal sound observed during diagnostics. minor issue system check passed,1.0,0.5,2.844169653420875,17.06501792052525,0.2999666193291757,Low,Mechanical / Gantry
MD04585,CT Scanner,2022-07-28,3,MedEquip,Model-600,Italy,12615.746666678371,7.093891693786475,4,3,2,Component inspection after detecting abnormal sound; functionality restored. reviewed logs non-critical warning,0.75,0.75,1.7734729234466189,28.3755667751459,0.426104274521184,Medium,Mechanical / Gantry
MD00193,CT Scanner,2017-07-30,8,ScanPro,Model-500,Canada,6446.90949045272,2.617850582336721,2,4,1,Routine check completed; voltage spike observed during diagnostics. software reset quick fix,1.6,0.4444444444444444,0.5235701164673442,5.235701164673442,0.411668335489687,Medium,Console / Software
MD01756,CT Scanner,2021-10-06,4,UltraMed,Model-300,France,10409.067432984555,5.267546299880316,1,1,2,Routine check completed; battery wear observed during diagnostics. reviewed logs non-critical warning,2.0,0.2,2.633773149940158,5.267546299880316,0.1885633427705328,Low,General Maintenance
MD01990,CT Scanner,2021-09-03,4,RescueTech,Model-650,UK,7994.518316970707,13.253394871838989,2,2,2,System performance degraded due to abnormal sound; mitigation via component upgrade. reviewed logs non-critical warning,1.3333333333333333,0.4,4.417798290612996,26.506789743677977,0.3420222416691065,Medium,DAS / Data Acquisition
MD01144,CT Scanner,2013-06-02,12,ImagingTech,Model-350,France,13535.914719249424,19.1791354085964,4,3,3,sensor misalignment caused operational delay; component upgrade initiated. sensor replaced critical malfunction,3.0,0.2307692307692307,4.7947838521491,76.7165416343856,0.6070625201216799,High,Detector / Sensors
MD00419,CT Scanner,2014-09-26,11,CardioSync,Model-200,USA,103.28975023391465,4.390422952044212,3,1,2,Component system reset after detecting overheating; functionality restored. reviewed logs driver update applied,5.5,0.0833333333333333,2.195211476022106,13.171268856132638,0.343276348474701,Medium,Console / Software
MD03091,CT Scanner,2016-09-03,9,RescueTech,Model-500,Italy,11052.749426607566,6.408041653559483,1,1,2,Component replacement after detecting abnormal sound; functionality restored. component issue device required inspection,4.5,0.1,3.204020826779741,6.408041653559483,0.2538539243273979,Low,Mechanical / Gantry
MD04425,CT Scanner,2022-05-01,3,UltraMed,Model-100,UK,11855.120114440238,14.02606929699718,3,1,2,System performance degraded due to data lag; mitigation via firmware update. reviewed logs device required inspection,1.5,0.25,7.01303464849859,42.07820789099154,0.3235110139381756,Low,Console / Software
MD01616,CT Scanner,2023-11-27,2,ImagingTech,Model-600,Japan,3754.7346664527895,12.449910820572455,5,3,2,Component firmware update after detecting abnormal sound; functionality restored. reviewed logs driver update applied,0.5,1.0,3.112477705143114,62.24955410286228,0.5061462998560874,High,Console / Software
MD02318,CT Scanner,2015-04-11,10,CardioSync,Model-300,UK,14093.81055420652,15.209062610343642,2,2,2,System performance degraded due to software crash; mitigation via inspection. driver update moderate delay,3.333333333333333,0.1818181818181818,5.069687536781214,30.418125220687283,0.4223343249302941,Medium,Console / Software
MD04329,CT Scanner,2019-12-24,6,ImagingTech,Model-200,Canada,12596.218277384172,24.46719598206105,5,2,3,System performance degraded due to circuit failure; mitigation via replacement. data loss system crash,2.0,0.2857142857142857,8.15573199402035,122.33597991030524,0.5641062512744495,High,Console / Software
MD00130,CT Scanner,2023-03-02,2,UltraMed,Model-500,Japan,13658.650311881418,7.524735787611892,5,1,3,overheating caused operational delay; system reset initiated. sensor replaced critical failure,1.0,0.3333333333333333,3.762367893805946,37.623678938059456,0.3500896423977681,Medium,Detector / Sensors
MD01272,CT Scanner,2019-09-04,6,ImagingTech,Model-250,France,2635.3499262629944,2.689072547646312,4,0,1,System performance degraded due to battery wear; mitigation via firmware update. log cleaned quick fix,6.0,0.0,2.689072547646312,10.756290190585249,0.2580191617486523,Low,Console / Software
MD03020,CT Scanner,2014-08-15,11,RescueTech,Model-550,Italy,12396.691626768814,11.053281869238704,3,0,3,overheating caused operational delay; replacement initiated. sensor replaced sensor replacement,11.0,0.0,11.053281869238704,33.159845607716115,0.3402299455666536,Medium,Detector / Sensors
MD00017,CT Scanner,2013-10-23,12,RescueTech,Model-650,France,17914.21497048722,5.461793281895336,3,4,3,battery wear caused operational delay; system reset initiated. sensor replaced system crash,2.4,0.3076923076923077,1.092358656379067,16.385379845686007,0.5183178984234537,High,Detector / Sensors
MD03483,CT Scanner,2018-08-03,7,ScanPro,Model-400,USA,8777.981037460886,2.8573330975581013,2,1,2,Routine check completed; voltage spike observed during diagnostics. reviewed logs non-critical warning,3.5,0.125,1.4286665487790506,5.7146661951162026,0.2441328769787725,Low,Power / Electronics
MD04317,CT Scanner,2022-05-25,3,ImagingTech,Model-450,Japan,23061.62059855983,14.419573258292653,2,0,3,voltage spike caused operational delay; software patch initiated. data loss critical malfunction,3.0,0.0,14.419573258292653,28.839146516585306,0.2297221600691903,Low,Console / Software
MD00834,CT Scanner,2020-07-03,5,UltraMed,Model-550,UK,4423.923696670242,3.766653367796903,1,2,1,Routine check completed; software crash observed during diagnostics. software reset temporary glitch,1.6666666666666667,0.3333333333333333,1.2555511225989675,3.766653367796903,0.2420774712804212,Low,Console / Software
MD01076,CT Scanner,2023-06-20,2,UltraMed,Model-500,UK,4189.704892140554,2.2758350137629786,5,1,1,System performance degraded due to voltage spike; mitigation via recalibration. software reset minor issue,1.0,0.3333333333333333,1.1379175068814893,11.379175068814892,0.3116672860831191,Low,Console / Software
MD00906,CT Scanner,2022-02-27,3,ImagingTech,Model-450,France,9405.280621864888,10.417494105768036,5,3,2,Routine check completed; sensor misalignment observed during diagnostics. driver update component review,0.75,0.75,2.604373526442009,52.08747052884018,0.490433299134797,High,Detector / Sensors
MD05381,CT Scanner,2019-05-12,6,ScanPro,Model-450,USA,5792.70414383313,4.990259655806609,5,0,1,overheating caused operational delay; firmware update initiated. quick fix low priority fault,6.0,0.0,4.990259655806609,24.951298279033047,0.3148640279074723,Low,Console / Software
MD03558,CT Scanner,2018-10-06,7,ImagingTech,Model-350,UK,10008.64174716754,2.25096052335412,3,2,2,Component recalibration after detecting sensor misalignment; functionality restored. driver update performance warning,2.333333333333333,0.25,0.7503201744513733,6.75288157006236,0.3325525504759442,Low,Detector / Sensors
MD00319,CT Scanner,2022-10-24,3,ImagingTech,Model-400,UK,1696.2813499811905,7.44964651039987,3,4,1,Component recalibration after detecting circuit failure; functionality restored. log cleaned routine reset,0.6,1.0,1.489929302079974,22.34893953119961,0.4453764265212001,High,Console / Software
MD04637,CT Scanner,2021-09-21,4,MedEquip,Model-450,Canada,5472.851681137436,9.140738876884797,5,1,3,Component software patch after detecting sensor misalignment; functionality restored. data loss critical malfunction,2.0,0.2,4.570369438442398,45.70369438442398,0.3769154095518973,Medium,Detector / Sensors
MD01445,CT Scanner,2021-11-27,4,ImagingTech,Model-600,USA,-2613.998621649836,29.297745781785803,2,1,3,overheating caused operational delay; system reset initiated. reboot failed urgent inspection needed,2.0,0.2,14.648872890892902,58.595491563571606,0.4044662463662567,Medium,Console / Software
MD04312,CT Scanner,2020-06-26,5,ImagingTech,Model-200,Canada,2286.086228755636,3.521156849288816,2,0,1,Component software patch after detecting circuit failure; functionality restored. quick fix routine reset,5.0,0.0,3.521156849288816,7.042313698577632,0.1722770582109632,Low,Console / Software
MD02403,CT Scanner,2021-12-28,4,UltraMed,Model-300,Japan,6597.719334492605,4.8651298596616135,5,1,1,Component recalibration after detecting sensor misalignment; functionality restored. software reset log file cleared,2.0,0.2,2.4325649298308067,24.32564929830807,0.3456176235582381,Medium,Detector / Sensors
MD03425,CT Scanner,2021-06-25,4,MedEquip,Model-550,France,11938.532427176724,2.946369979085114,5,1,2,software crash caused operational delay; component upgrade initiated. driver update component review,2.0,0.2,1.473184989542557,14.73184989542557,0.3315721540418266,Low,Console / Software
MD00813,CT Scanner,2021-10-13,4,MedEquip,Model-650,Japan,2309.3938183080586,5.404700240711741,2,2,1,System performance degraded due to overheating; mitigation via software patch. minor issue temporary glitch,1.3333333333333333,0.4,1.8015667469039136,10.809400481423484,0.2845691948855775,Low,Console / Software
MD01945,CT Scanner,2020-02-06,5,CardioSync,Model-100,Canada,7152.416356905736,3.7749899052381695,2,1,3,overheating caused operational delay; firmware update initiated. critical failure emergency shutdown,2.5,0.1666666666666666,1.8874949526190847,7.549979810476339,0.2281368955435849,Low,Console / Software
